date,equity,cash,gross,n_open
2020-04-24,1.0,1.0,0.0,0
2020-04-27,1.0,1.0,0.0,0
2020-04-28,1.0,1.0,0.0,0
2020-04-29,1.0,1.0,0.0,0
2020-04-30,1.0,1.0,0.0,0
2020-05-01,1.0,1.0,0.0,0
2020-05-04,1.0,1.0,0.0,0
2020-05-05,1.0,1.0,0.0,0
2020-05-06,1.0,1.0,0.0,0
2020-05-07,1.0,1.0,0.0,0
2020-05-08,1.0,1.0,0.0,0
2020-05-11,1.0,1.0,0.0,0
2020-05-12,1.0,1.0,0.0,0
2020-05-13,1.0,1.0,0.0,0
2020-05-14,1.0,1.0,0.0,0
2020-05-15,1.0,1.0,0.0,0
2020-05-18,1.0,1.0,0.0,0
2020-05-19,1.0,1.0,0.0,0
2020-05-20,1.0,1.0,0.0,0
2020-05-21,1.0,1.0,0.0,0
2020-05-22,1.0,1.0,0.0,0
2020-05-26,1.0,1.0,0.0,0
2020-05-27,1.0,1.0,0.0,0
2020-05-28,1.0,1.0,0.0,0
2020-05-29,1.0,1.0,0.0,0
2020-06-01,1.0,1.0,0.0,0
2020-06-02,1.0,1.0,0.0,0
2020-06-03,1.0,1.0,0.0,0
2020-06-04,1.0,1.0,0.0,0
2020-06-05,1.0,1.0,0.0,0
2020-06-08,1.0,1.0,0.0,0
2020-06-09,1.0,1.0,0.0,0
2020-06-10,1.0,1.0,0.0,0
2020-06-11,1.0,1.0,0.0,0
2020-06-12,1.0,1.0,0.0,0
2020-06-15,1.0,1.0,0.0,0
2020-06-16,1.0,1.0,0.0,0
2020-06-17,1.0,1.0,0.0,0
2020-06-18,1.0,1.0,0.0,0
2020-06-19,1.0,1.0,0.0,0
2020-06-22,1.0,1.0,0.0,0
2020-06-23,1.0,1.0,0.0,0
2020-06-24,1.0,1.0,0.0,0
2020-06-25,1.0,1.0,0.0,0
2020-06-26,1.0,1.0,0.0,0
2020-06-29,1.0,1.0,0.0,0
2020-06-30,1.0,1.0,0.0,0
2020-07-01,1.0,1.0,0.0,0
2020-07-02,1.0,1.0,0.0,0
2020-07-06,1.0,1.0,0.0,0
2020-07-07,1.0,1.0,0.0,0
2020-07-08,1.0,1.0,0.0,0
2020-07-09,1.0,1.0,0.0,0
2020-07-10,1.0,1.0,0.0,0
2020-07-13,1.0,1.0,0.0,0
2020-07-14,1.0,1.0,0.0,0
2020-07-15,1.0,1.0,0.0,0
2020-07-16,1.0,1.0,0.0,0
2020-07-17,1.0,1.0,0.0,0
2020-07-20,1.0,1.0,0.0,0
2020-07-21,1.0,1.0,0.0,0
2020-07-22,1.0,1.0,0.0,0
2020-07-23,1.0,1.0,0.0,0
2020-07-24,1.0,1.0,0.0,0
2020-07-27,1.0,1.0,0.0,0
2020-07-28,1.0,1.0,0.0,0
2020-07-29,1.0,1.0,0.0,0
2020-07-30,1.0,1.0,0.0,0
2020-07-31,1.0,1.0,0.0,0
2020-08-03,1.0,1.0,0.0,0
2020-08-04,1.0,1.0,0.0,0
2020-08-05,1.0,1.0,0.0,0
2020-08-06,1.0,1.0,0.0,0
2020-08-07,1.0,1.0,0.0,0
2020-08-10,1.0,1.0,0.0,0
2020-08-11,1.0,1.0,0.0,0
2020-08-12,1.0,1.0,0.0,0
2020-08-13,1.0,1.0,0.0,0
2020-08-14,1.0,1.0,0.0,0
2020-08-17,1.0,1.0,0.0,0
2020-08-18,1.0,1.0,0.0,0
2020-08-19,1.0,1.0,0.0,0
2020-08-20,1.0,1.0,0.0,0
2020-08-21,1.0,1.0,0.0,0
2020-08-24,1.0,1.0,0.0,0
2020-08-25,1.0,1.0,0.0,0
2020-08-26,1.0,1.0,0.0,0
2020-08-27,1.0,1.0,0.0,0
2020-08-28,1.0,1.0,0.0,0
2020-08-31,1.0,1.0,0.0,0
2020-09-01,1.0,1.0,0.0,0
2020-09-02,1.0,1.0,0.0,0
2020-09-03,1.0,1.0,0.0,0
2020-09-04,1.0,1.0,0.0,0
2020-09-08,1.0,1.0,0.0,0
2020-09-09,1.0,1.0,0.0,0
2020-09-10,1.0,1.0,0.0,0
2020-09-11,1.0,1.0,0.0,0
2020-09-14,1.0,1.0,0.0,0
2020-09-15,1.0,1.0,0.0,0
2020-09-16,1.0,1.0,0.0,0
2020-09-17,1.0,1.0,0.0,0
2020-09-18,1.0,1.0,0.0,0
2020-09-21,1.0,1.0,0.0,0
2020-09-22,1.0,1.0,0.0,0
2020-09-23,1.0,1.0,0.0,0
2020-09-24,1.0,1.0,0.0,0
2020-09-25,1.0,1.0,0.0,0
2020-09-28,1.0,1.0,0.0,0
2020-09-29,1.0,1.0,0.0,0
2020-09-30,1.0,1.0,0.0,0
2020-10-01,1.0,1.0,0.0,0
2020-10-02,1.0,1.0,0.0,0
2020-10-05,1.0,1.0,0.0,0
2020-10-06,1.0,1.0,0.0,0
2020-10-07,1.0,1.0,0.0,0
2020-10-08,1.0,1.0,0.0,0
2020-10-09,1.0,1.0,0.0,0
2020-10-12,1.0,1.0,0.0,0
2020-10-13,1.0,1.0,0.0,0
2020-10-14,1.0,1.0,0.0,0
2020-10-15,1.0,1.0,0.0,0
2020-10-16,1.0,1.0,0.0,0
2020-10-19,1.0,1.0,0.0,0
2020-10-20,1.0,1.0,0.0,0
2020-10-21,1.0,1.0,0.0,0
2020-10-22,1.0,1.0,0.0,0
2020-10-23,1.0,1.0,0.0,0
2020-10-26,1.0,1.0,0.0,0
2020-10-27,1.0,1.0,0.0,0
2020-10-28,1.0,1.0,0.0,0
2020-10-29,1.0,1.0,0.0,0
2020-10-30,1.0,1.0,0.0,0
2020-11-02,1.0,1.0,0.0,0
2020-11-03,1.0,1.0,0.0,0
2020-11-04,1.0,1.0,0.0,0
2020-11-05,1.0,1.0,0.0,0
2020-11-06,1.0,1.0,0.0,0
2020-11-09,1.0,1.0,0.0,0
2020-11-10,1.0,1.0,0.0,0
2020-11-11,1.0,1.0,0.0,0
2020-11-12,1.0,1.0,0.0,0
2020-11-13,1.0,1.0,0.0,0
2020-11-16,1.0,1.0,0.0,0
2020-11-17,1.0,1.0,0.0,0
2020-11-18,1.0,1.0,0.0,0
2020-11-19,1.0,1.0,0.0,0
2020-11-20,1.0,1.0,0.0,0
2020-11-23,1.0,1.0,0.0,0
2020-11-24,1.0,1.0,0.0,0
2020-11-25,1.0,1.0,0.0,0
2020-11-27,1.0,1.0,0.0,0
2020-11-30,1.0,1.0,0.0,0
2020-12-01,1.0,1.0,0.0,0
2020-12-02,1.0,1.0,0.0,0
2020-12-03,1.0,1.0,0.0,0
2020-12-04,1.0,1.0,0.0,0
2020-12-07,1.0,1.0,0.0,0
2020-12-08,1.0,1.0,0.0,0
2020-12-09,1.0,1.0,0.0,0
2020-12-10,1.0,1.0,0.0,0
2020-12-11,1.0,1.0,0.0,0
2020-12-14,1.0,1.0,0.0,0
2020-12-15,1.0,1.0,0.0,0
2020-12-16,1.0,1.0,0.0,0
2020-12-17,1.0,1.0,0.0,0
2020-12-18,1.0,1.0,0.0,0
2020-12-21,1.0,1.0,0.0,0
2020-12-22,1.0,1.0,0.0,0
2020-12-23,1.0,1.0,0.0,0
2020-12-24,1.0,1.0,0.0,0
2020-12-28,1.0,1.0,0.0,0
2020-12-29,1.0,1.0,0.0,0
2020-12-30,1.0,1.0,0.0,0
2020-12-31,1.0,1.0,0.0,0
2021-01-04,1.0,1.0,0.0,0
2021-01-05,1.0,1.0,0.0,0
2021-01-06,1.0,1.0,0.0,0
2021-01-07,1.0,1.0,0.0,0
2021-01-08,1.0,1.0,0.0,0
2021-01-11,1.0,1.0,0.0,0
2021-01-12,1.0,1.0,0.0,0
2021-01-13,1.0,1.0,0.0,0
2021-01-14,1.0,1.0,0.0,0
2021-01-15,1.0,1.0,0.0,0
2021-01-19,1.0,1.0,0.0,0
2021-01-20,1.0,1.0,0.0,0
2021-01-21,1.0,1.0,0.0,0
2021-01-22,1.0,1.0,0.0,0
2021-01-25,1.0,1.0,0.0,0
2021-01-26,1.0,1.0,0.0,0
2021-01-27,1.0,1.0,0.0,0
2021-01-28,1.0,1.0,0.0,0
2021-01-29,1.0,1.0,0.0,0
2021-02-01,1.0,1.0,0.0,0
2021-02-02,1.0,1.0,0.0,0
2021-02-03,1.0,1.0,0.0,0
2021-02-04,1.0,1.0,0.0,0
2021-02-05,1.0,1.0,0.0,0
2021-02-08,1.0,1.0,0.0,0
2021-02-09,1.0,1.0,0.0,0
2021-02-10,1.0,1.0,0.0,0
2021-02-11,1.0,1.0,0.0,0
2021-02-12,1.0,1.0,0.0,0
2021-02-16,1.0,1.0,0.0,0
2021-02-17,1.0,1.0,0.0,0
2021-02-18,1.0,1.0,0.0,0
2021-02-19,1.0,1.0,0.0,0
2021-02-22,1.0,1.0,0.0,0
2021-02-23,1.0,1.0,0.0,0
2021-02-24,1.0,1.0,0.0,0
2021-02-25,1.0,1.0,0.0,0
2021-02-26,1.0,1.0,0.0,0
2021-03-01,1.0,1.0,0.0,0
2021-03-02,1.0,1.0,0.0,0
2021-03-03,1.0,1.0,0.0,0
2021-03-04,1.0,1.0,0.0,0
2021-03-05,1.0,1.0,0.0,0
2021-03-08,1.0,1.0,0.0,0
2021-03-09,1.0,1.0,0.0,0
2021-03-10,1.0,1.0,0.0,0
2021-03-11,1.0,1.0,0.0,0
2021-03-12,1.0,1.0,0.0,0
2021-03-15,1.0,1.0,0.0,0
2021-03-16,1.0,1.0,0.0,0
2021-03-17,1.0,1.0,0.0,0
2021-03-18,1.0,1.0,0.0,0
2021-03-19,1.0,1.0,0.0,0
2021-03-22,1.0,1.0,0.0,0
2021-03-23,1.0,1.0,0.0,0
2021-03-24,1.0,1.0,0.0,0
2021-03-25,1.0,1.0,0.0,0
2021-03-26,1.0,1.0,0.0,0
2021-03-29,1.0,1.0,0.0,0
2021-03-30,1.0,1.0,0.0,0
2021-03-31,1.0,1.0,0.0,0
2021-04-01,1.0,1.0,0.0,0
2021-04-05,1.0,1.0,0.0,0
2021-04-06,1.0,1.0,0.0,0
2021-04-07,1.0,1.0,0.0,0
2021-04-08,1.0,1.0,0.0,0
2021-04-09,1.0,1.0,0.0,0
2021-04-12,1.0,1.0,0.0,0
2021-04-13,1.0,1.0,0.0,0
2021-04-14,1.0,1.0,0.0,0
2021-04-15,1.0,1.0,0.0,0
2021-04-16,1.0,1.0,0.0,0
2021-04-19,1.0,1.0,0.0,0
2021-04-20,0.9999999999999999,0.9099999999999999,0.09,3
2021-04-21,0.9999999999999999,0.8799999999999999,0.12,3
2021-04-22,0.9999999999999998,0.8199999999999998,0.18,5
2021-04-23,0.9999999999999998,0.7899999999999998,0.21,5
2021-04-26,0.9999999999999998,0.7599999999999998,0.24,6
2021-04-27,0.9999999999999997,0.6999999999999997,0.29999999999999993,8
2021-04-28,0.9999999999999997,0.6999999999999997,0.29999999999999993,8
2021-04-29,0.9999999999999997,0.6999999999999997,0.29999999999999993,8
2021-04-30,0.9999999999999997,0.6999999999999997,0.29999999999999993,8
2021-05-03,0.9999999999999997,0.6999999999999997,0.29999999999999993,8
2021-05-04,1.0064453410844851,0.7358652603868815,0.27058008069760364,8
2021-05-05,1.0064453410844851,0.7056719001543469,0.3007734409301382,8
2021-05-06,1.0159022395214288,0.7746517314056478,0.24125050811578103,7
2021-05-07,1.0159022395214288,0.7441746642200049,0.2717275753014239,7
2021-05-10,1.0137761557962919,0.7416352958209793,0.2721408599753127,7
2021-05-11,1.0158780351592622,0.8037371751839495,0.2121408599753127,5
2021-05-12,1.0158780351592622,0.8037371751839495,0.2121408599753127,5
2021-05-13,1.0158780351592622,0.8037371751839495,0.2121408599753127,5
2021-05-14,1.0158780351592622,0.8037371751839495,0.2121408599753127,5
2021-05-17,1.0158780351592622,0.8037371751839495,0.2121408599753127,5
2021-05-18,1.0287603998205197,0.9373929807753453,0.0913674190451745,2
2021-05-19,1.0287603998205197,0.9065301687807297,0.12223023103979008,3
2021-05-20,1.0330185497188686,0.9717424530503643,0.06127609666850435,2
2021-05-21,1.0330185497188686,0.9717424530503643,0.06127609666850435,2
2021-05-24,1.0350266886303292,1.0041638766357137,0.030862811994615588,1
2021-05-25,1.0350266886303294,0.9731130759768039,0.06191361265352546,2
2021-05-26,1.0350266886303294,0.942062275317894,0.09296441331243535,3
2021-05-27,1.0350266886303294,0.9110114746589841,0.12401521397134524,4
2021-05-28,1.0350266886303294,0.8799606740000743,0.1550660146302551,4
2021-06-01,1.0350266886303294,0.8799606740000743,0.1550660146302551,4
2021-06-02,1.0350266886303294,0.8799606740000743,0.1550660146302551,4
2021-06-03,1.0360978513704244,0.8808117131936722,0.15528613817675224,4
2021-06-04,1.0360978513704244,0.8497287776525595,0.18636907371786499,4
2021-06-07,1.0360978513704244,0.8497287776525595,0.18636907371786499,4
2021-06-08,1.0360978513704244,0.8497287776525595,0.18636907371786499,4
2021-06-09,1.042093008807887,0.8867747357489318,0.1553182730589551,3
2021-06-10,1.0488707312531167,0.9246032588530715,0.12426747240004522,2
2021-06-11,1.0558253910987416,0.9936595200165161,0.06216587108222546,1
2021-06-14,1.0558253910987416,0.9936595200165161,0.06216587108222546,1
2021-06-15,1.0558253910987416,0.9936595200165161,0.06216587108222546,1
2021-06-16,1.0558253910987416,0.9936595200165161,0.06216587108222546,1
2021-06-17,1.0595618067658923,1.0277749525629156,0.03178685420297678,1
2021-06-18,1.0595618067658923,0.9959880983599388,0.06357370840595356,1
2021-06-21,1.0595618067658923,0.9959880983599388,0.06357370840595356,1
2021-06-22,1.0595618067658923,0.9959880983599388,0.06357370840595356,1
2021-06-23,1.0595618067658923,0.9959880983599388,0.06357370840595356,1
2021-06-24,1.0595618067658923,0.9006275357510085,0.1589342710148839,4
2021-06-25,1.0595618067658923,0.837053827345055,0.22250797942083744,4
2021-06-28,1.0595618067658923,0.837053827345055,0.22250797942083744,4
2021-06-29,1.0595618067658923,0.837053827345055,0.22250797942083744,4
2021-06-30,1.0595618067658923,0.837053827345055,0.22250797942083744,4
2021-07-01,1.0700260973022662,0.9110918262873823,0.15893427101488383,3
2021-07-02,1.0700260973022662,0.9110918262873823,0.15893427101488383,3
2021-07-06,1.0700260973022662,0.9110918262873823,0.15893427101488383,3
2021-07-07,1.0700260973022662,0.9110918262873823,0.15893427101488383,3
2021-07-08,1.0700260973022662,0.9110918262873823,0.15893427101488383,3
2021-07-09,1.0865209354426322,1.0865209354426322,0.0,0
2021-07-12,1.0865209354426322,1.0865209354426322,0.0,0
2021-07-13,1.0865209354426324,0.9887340512527955,0.09778688418983691,3
2021-07-14,1.0865209354426324,0.8909471670629585,0.19557376837967383,5
2021-07-15,1.0865209354426324,0.7931602828731216,0.29336065256951077,8
2021-07-16,1.0865209354426324,0.7931602828731216,0.29336065256951077,8
2021-07-19,1.0865209354426324,0.7605646548098426,0.32595628063278975,9
2021-07-20,1.0865209354426324,0.7605646548098426,0.32595628063278975,9
2021-07-21,1.0865209354426324,0.7605646548098426,0.32595628063278975,9
2021-07-22,1.0865209354426324,0.7605646548098426,0.32595628063278975,9
2021-07-23,1.0865209354426324,0.7605646548098426,0.32595628063278975,9
2021-07-26,1.0865209354426324,0.7605646548098426,0.32595628063278975,9
2021-07-27,1.091466386897912,0.7649166520904886,0.3265497348074233,10
2021-07-28,1.089243238406793,0.76253016542152,0.3267130729852729,9
2021-07-29,1.092543709406723,0.7652885867646818,0.3272551226420411,9
2021-07-30,1.092543709406723,0.7652885867646818,0.3272551226420411,9
2021-08-02,1.0948475191172595,0.7673425989649797,0.32750492015227983,9
2021-08-03,1.0948475191172595,0.7673425989649797,0.32750492015227983,9
2021-08-04,1.0948475191172595,0.7673425989649797,0.32750492015227983,9
2021-08-05,1.0948475191172595,0.7673425989649797,0.32750492015227983,9
2021-08-06,1.0948475191172595,0.7673425989649797,0.32750492015227983,9
2021-08-09,1.0948475191172595,0.7673425989649797,0.32750492015227983,9
2021-08-10,1.1000253712649264,0.9361737146925998,0.16385165657232664,5
2021-08-11,1.10585984419357,0.9746854847734472,0.13117435942012284,4
2021-08-12,1.1055809668133407,1.0395681122354228,0.066012854577918,2
2021-08-13,1.1055809668133407,1.0395681122354228,0.066012854577918,2
2021-08-16,1.1072878748294426,1.0741204458250424,0.03316742900440022,1
2021-08-17,1.1072878748294428,1.0409018095801592,0.0663860652492835,2
2021-08-18,1.1072878748294428,1.007683173335276,0.09960470149416678,3
2021-08-19,1.1072878748294428,0.9744645370903927,0.13282333773905008,3
2021-08-20,1.1072878748294428,0.9744645370903927,0.13282333773905008,3
2021-08-23,1.1072878748294428,0.9744645370903927,0.13282333773905008,3
2021-08-24,1.1072878748294428,0.9080272646006261,0.19926061022881664,5
2021-08-25,1.1072878748294428,0.8415899921108595,0.26569788271858324,6
2021-08-26,1.1068174923821354,0.8410825138964884,0.2657349784856471,5
2021-08-27,1.1068174923821354,0.8410825138964884,0.2657349784856471,5
2021-08-30,1.1068174923821354,0.8410825138964884,0.2657349784856471,5
2021-08-31,1.1083182017437012,0.8758018595029374,0.23251634224076376,4
2021-09-01,1.1110736761729876,0.9449946064219903,0.1660790697509972,3
2021-09-02,1.1110736761729876,0.9116623961368007,0.19941128003618683,4
2021-09-03,1.1110736761729876,0.878330185851611,0.23274349032137645,4
2021-09-07,1.1110736761729876,0.878330185851611,0.23274349032137645,4
2021-09-08,1.116879992817618,0.9837924112308916,0.1330875815867266,2
2021-09-09,1.120693096123162,1.0540286755527828,0.06666442057037925,1
2021-09-10,1.120693096123162,1.0540286755527828,0.06666442057037925,1
2021-09-13,1.120693096123162,1.0540286755527828,0.06666442057037925,1
2021-09-14,1.120693096123162,1.0540286755527828,0.06666442057037925,1
2021-09-15,1.120693096123162,1.0540286755527828,0.06666442057037925,1
2021-09-16,1.120693096123162,1.0540286755527828,0.06666442057037925,1
2021-09-17,1.1235465721875242,1.1235465721875242,0.0,0
2021-09-20,1.1235465721875242,1.1235465721875242,0.0,0
2021-09-21,1.1235465721875242,1.1235465721875242,0.0,0
2021-09-22,1.1235465721875242,1.1235465721875242,0.0,0
2021-09-23,1.1235465721875242,1.1235465721875242,0.0,0
2021-09-24,1.1235465721875242,1.1235465721875242,0.0,0
2021-09-27,1.1235465721875242,1.1235465721875242,0.0,0
2021-09-28,1.1235465721875242,1.1235465721875242,0.0,0
2021-09-29,1.1235465721875242,1.1235465721875242,0.0,0
2021-09-30,1.1235465721875242,1.1235465721875242,0.0,0
2021-10-01,1.1235465721875242,1.1235465721875242,0.0,0
2021-10-04,1.1235465721875242,1.1235465721875242,0.0,0
2021-10-05,1.1235465721875242,1.1235465721875242,0.0,0
2021-10-06,1.1235465721875242,1.1235465721875242,0.0,0
2021-10-07,1.1235465721875242,1.1235465721875242,0.0,0
2021-10-08,1.1235465721875242,1.1235465721875242,0.0,0
2021-10-11,1.1235465721875242,1.1235465721875242,0.0,0
2021-10-12,1.1235465721875242,1.1235465721875242,0.0,0
2021-10-13,1.1235465721875242,1.0898401750218984,0.03370639716562573,1
2021-10-14,1.1235465721875242,0.9887209835250212,0.1348255886625029,3
2021-10-15,1.1235465721875242,0.8201889976968926,0.30335757449063155,6
2021-10-18,1.1235465721875242,0.7864826005312668,0.3370639716562573,6
2021-10-19,1.1235465721875242,0.7864826005312668,0.3370639716562573,6
2021-10-20,1.1235465721875242,0.7864826005312668,0.3370639716562573,6
2021-10-21,1.1235465721875242,0.7864826005312668,0.3370639716562573,6
2021-10-22,1.1235465721875242,0.7864826005312668,0.3370639716562573,6
2021-10-25,1.1235465721875242,0.7864826005312668,0.3370639716562573,6
2021-10-26,1.1235465721875242,0.7864826005312668,0.3370639716562573,6
2021-10-27,1.1269938633253358,0.7897230542008098,0.33727080912452595,7
2021-10-28,1.1360390525888826,0.7972691458161936,0.338769906772689,7
2021-10-29,1.1506366643919284,0.8086159465547109,0.3420207178372174,8
2021-11-01,1.1506366643919284,0.8086159465547109,0.3420207178372174,8
2021-11-02,1.1506366643919284,0.8086159465547109,0.3420207178372174,8
2021-11-03,1.1506366643919284,0.8086159465547109,0.3420207178372174,8
2021-11-04,1.1506366643919284,0.8086159465547109,0.3420207178372174,8
2021-11-05,1.1506366643919284,0.8086159465547109,0.3420207178372174,8
2021-11-08,1.1506366643919284,0.8086159465547109,0.3420207178372174,8
2021-11-09,1.1506366643919284,0.8086159465547109,0.3420207178372174,8
2021-11-10,1.155121288498699,0.9142289069613737,0.24089238153732528,7
2021-11-11,1.1589959872730695,0.9862659488910771,0.17273003838199236,5
2021-11-12,1.1639393735463421,1.1292857348913812,0.03465363865496097,1
2021-11-15,1.1639393735463421,1.1292857348913812,0.03465363865496097,1
2021-11-16,1.1639393735463421,1.0943675536849908,0.06957181986135123,2
2021-11-17,1.163939373546342,1.0245311912722102,0.13940818227413176,4
2021-11-18,1.163939373546342,0.9546948288594297,0.20924454468691228,5
2021-11-19,1.163939373546342,0.9197766476530395,0.24416272589330254,5
2021-11-22,1.163939373546342,0.9197766476530395,0.24416272589330254,5
2021-11-23,1.163939373546342,0.9197766476530395,0.24416272589330254,5
2021-11-24,1.1597698127939209,0.9154676311717618,0.24430218162215916,5
2021-11-26,1.1597698127939209,0.9154676311717618,0.24430218162215916,5
2021-11-29,1.1597698127939209,0.9154676311717618,0.24430218162215916,5
2021-11-30,1.1597698127939209,0.9154676311717618,0.24430218162215916,5
2021-12-01,1.1631614024688075,0.9537774020530385,0.20938400041576893,4
2021-12-02,1.1776783302381133,1.0730488734415151,0.10462945679659814,2
2021-12-03,1.1771650422240911,1.1423719478402734,0.03479309438381763,1
2021-12-06,1.1771650422240911,1.1423719478402734,0.03479309438381763,1
2021-12-07,1.1771650422240911,1.1423719478402734,0.03479309438381763,1
2021-12-08,1.1771650422240911,1.1423719478402734,0.03479309438381763,1
2021-12-09,1.177762513543584,1.1424296381372765,0.03533287540630752,1
2021-12-10,1.1777625135435839,1.107096762730969,0.07066575081261504,1
2021-12-13,1.1777625135435839,1.107096762730969,0.07066575081261504,1
2021-12-14,1.1777625135435839,1.107096762730969,0.07066575081261504,1
2021-12-15,1.1777625135435839,1.107096762730969,0.07066575081261504,1
2021-12-16,1.1777625135435839,1.0717638873246613,0.10599862621892256,2
2021-12-17,1.1777625135435839,1.0717638873246613,0.10599862621892256,2
2021-12-20,1.1777625135435839,1.0717638873246613,0.10599862621892256,2
2021-12-21,1.1777625135435839,1.0717638873246613,0.10599862621892256,2
2021-12-22,1.1777625135435839,1.0717638873246613,0.10599862621892256,2
2021-12-23,1.1785280145153272,1.1431951391090196,0.035332875406307515,1
2021-12-27,1.1785280145153272,1.1431951391090196,0.035332875406307515,1
2021-12-28,1.1785280145153272,1.1431951391090196,0.035332875406307515,1
2021-12-29,1.1785280145153272,1.1431951391090196,0.035332875406307515,1
2021-12-30,1.1785280145153272,1.1431951391090196,0.035332875406307515,1
2021-12-31,1.1838661104450654,1.1838661104450654,0.0,0
2022-01-03,1.1838661104450654,1.1838661104450654,0.0,0
2022-01-04,1.1838661104450654,1.1838661104450654,0.0,0
2022-01-05,1.1838661104450654,1.1838661104450654,0.0,0
2022-01-06,1.1838661104450654,1.1838661104450654,0.0,0
2022-01-07,1.1838661104450654,1.1838661104450654,0.0,0
2022-01-10,1.1838661104450654,1.1838661104450654,0.0,0
2022-01-11,1.1838661104450654,1.1838661104450654,0.0,0
2022-01-12,1.1838661104450654,1.1838661104450654,0.0,0
2022-01-13,1.1838661104450654,1.1838661104450654,0.0,0
2022-01-14,1.1838661104450652,1.1128341438183613,0.07103196662670393,2
2022-01-18,1.1838661104450652,1.0773181605050093,0.10654794994005588,3
2022-01-19,1.1838661104450652,1.0418021771916572,0.14206393325340783,4
2022-01-20,1.1838661104450652,1.0418021771916572,0.14206393325340783,4
2022-01-21,1.1838661104450652,1.0418021771916572,0.14206393325340783,4
2022-01-24,1.1838661104450652,1.0418021771916572,0.14206393325340783,4
2022-01-25,1.183866110445065,1.0062861938783052,0.17757991656675978,5
2022-01-26,1.183866110445065,0.9707702105649533,0.21309589988011174,5
2022-01-27,1.183866110445065,0.9707702105649533,0.21309589988011174,5
2022-01-28,1.183866110445065,0.9352542272516013,0.2486118831934637,6
2022-01-31,1.1908312888319112,1.0132513722651515,0.17757991656675978,4
2022-02-01,1.1937909433466918,0.8368446402908793,0.3569463030558123,9
2022-02-02,1.193852968770372,0.8366070599648004,0.3572459088055715,8
2022-02-03,1.193852968770372,0.8366070599648004,0.3572459088055715,8
2022-02-04,1.193852968770372,0.8366070599648004,0.3572459088055715,8
